"iteration","threshold1","threshold2"
1,1.204032405,4.408747142
2,1.213400109,4.40697145
3,1.213400109,4.40697145
4,1.213400109,4.40697145
5,1.213400109,4.40697145
6,1.213400109,4.40697145
7,1.213400109,4.40697145
8,1.213400109,4.40697145
9,1.200084947,4.38587143
10,1.200084947,4.38587143
11,1.200084947,4.38587143
12,1.200084947,4.38587143
13,1.192946644,4.362729166
14,1.187074163,4.377796836
15,1.238030574,4.399984528
16,1.238030574,4.399984528
17,1.238030574,4.399984528
18,1.238030574,4.399984528
19,1.22806589,4.393390532
20,1.22806589,4.393390532
21,1.246460558,4.38097145
22,1.246460558,4.38097145
23,1.246460558,4.38097145
24,1.241464251,4.394379752
25,1.239395256,4.39871635
26,1.239395256,4.39871635
27,1.219909046,4.391739314
28,1.219868727,4.423730726
29,1.20899336,4.433203303
30,1.20899336,4.433203303
31,1.24224203,4.451728535
32,1.24224203,4.451728535
33,1.24224203,4.451728535
34,1.213294333,4.501193169
35,1.208316314,4.456872817
36,1.212401797,4.450285128
37,1.212401797,4.450285128
38,1.235150079,4.447398163
39,1.235150079,4.447398163
40,1.227533867,4.421191195
41,1.227533867,4.421191195
42,1.227533867,4.421191195
43,1.227533867,4.421191195
44,1.227159689,4.407957543
45,1.227159689,4.407957543
46,1.227159689,4.407957543
47,1.245480967,4.436014571
48,1.245480967,4.436014571
49,1.245480967,4.436014571
50,1.245480967,4.436014571
51,1.245480967,4.436014571
52,1.245480967,4.436014571
53,1.245480967,4.436014571
54,1.245480967,4.436014571
55,1.245480967,4.436014571
56,1.261215255,4.412879171
57,1.261215255,4.412879171
58,1.241146651,4.435851477
59,1.212216366,4.428163653
60,1.198756432,4.409876367
61,1.198756432,4.409876367
62,1.198756432,4.409876367
63,1.198756432,4.409876367
64,1.198756432,4.409876367
65,1.21895341,4.44960789
66,1.242494824,4.413759794
67,1.237662086,4.423604728
68,1.237662086,4.423604728
69,1.230852988,4.408939891
70,1.215121233,4.410654722
71,1.215121233,4.410654722
72,1.215121233,4.410654722
73,1.215121233,4.410654722
74,1.215121233,4.410654722
75,1.174488273,4.407129844
76,1.215466074,4.395565628
77,1.215466074,4.395565628
78,1.215466074,4.395565628
79,1.215466074,4.395565628
80,1.186579276,4.380963521
81,1.177258586,4.415027339
82,1.19321918,4.42561207
83,1.19321918,4.42561207
84,1.19321918,4.42561207
85,1.19321918,4.42561207
86,1.19321918,4.42561207
87,1.151102229,4.420727926
88,1.174060375,4.378944371
89,1.164949259,4.35000717
90,1.154358502,4.381923091
91,1.154358502,4.381923091
92,1.154358502,4.381923091
93,1.154358502,4.381923091
94,1.17667308,4.388060248
95,1.17667308,4.388060248
96,1.177545758,4.36636551
97,1.177545758,4.36636551
98,1.177545758,4.36636551
99,1.177545758,4.36636551
100,1.177545758,4.36636551
101,1.177545758,4.36636551
102,1.177545758,4.36636551
103,1.177545758,4.36636551
104,1.171389729,4.370558588
105,1.138988007,4.389968296
106,1.138988007,4.389968296
107,1.178669507,4.44598163
108,1.190544217,4.424127536
109,1.190544217,4.424127536
110,1.185605857,4.459319427
111,1.185605857,4.459319427
112,1.185605857,4.459319427
113,1.185605857,4.459319427
114,1.223098428,4.45096884
115,1.167098637,4.471286068
116,1.209392577,4.45571756
117,1.19810623,4.443209865
118,1.19810623,4.443209865
119,1.19810623,4.443209865
120,1.197951733,4.463495145
121,1.188973037,4.448483935
122,1.190674457,4.431200574
123,1.222306645,4.420708961
124,1.22672033,4.369756627
