Respondent	RLH	ASC1	BTime	BCost
8738	0.67624161	1.20657222	-0.017004287	-0.670668263
8740	0.632554222	1.18568215	-0.015748865	-0.523247025
8741	0.842008929	0.779017261	-0.577194519	-0.494048005
8742	0.514523213	1.159314059	-0.27220298	-0.637638918
8744	0.478080425	0.510933608	-0.020248997	-0.508320299
8745	0.491966897	1.006798519	-0.295654919	-0.557496396
8746	0.959725135	0.921162678	0.154228676	-0.608312971
8750	0.549274186	0.927821938	-0.341379469	-0.650845002
8751	0.640195095	1.066897776	-0.265090735	-0.850803508
8752	0.94869906	1.127534062	-0.487801927	-0.603274863
8755	0.616183921	0.97204657	-0.059619194	-0.754139775
8759	0.524596843	0.902514727	-0.091142829	-0.672969682
8762	0.940449185	0.942585363	0.177679728	-0.588976416
8763	0.725582624	1.145411988	-0.317458296	-0.481751054
8766	0.483190383	0.955761968	-0.267245134	-0.547594515
8771	0.532191216	1.088451803	-0.288393355	-0.69682984
8774	0.956625254	0.850015395	0.188408584	-0.558619212
8775	0.911551498	1.048367459	0.187196813	-0.582251099
8778	0.539517215	1.29005128	-0.344817932	-0.490269498
8779	0.486682988	1.144159493	-0.140635413	-0.282443377
8780	0.493082903	0.712467638	-0.024074704	-0.466761499
8787	0.921999412	1.015588433	0.1741921	-0.610201226
8800	0.588799657	1.09396243	-0.243267965	-0.743556485
8804	0.786939506	1.244183593	-0.346362006	-0.690943714
8806	0.617671831	0.998462391	0.036608697	-0.379002561
8808	0.955889221	0.893686675	0.205225282	-0.549587986
8814	0.661244394	0.926973557	-0.482608804	-0.606372442
8815	0.587186401	1.198113694	-0.263606323	-0.743695572
8816	0.951036266	1.116141867	-0.491749424	-0.544593995
8826	0.972361168	0.858755877	0.174674951	-0.558182374
8829	0.585270915	1.023813116	-0.254524945	-0.754982337
8830	0.608782676	1.075699341	-0.424096438	-0.571151065
8831	0.943985559	0.916628184	0.206923518	-0.561304544
8836	0.454613014	0.908530032	-0.164726504	-0.468665815
8838	0.96804716	0.846871542	0.178688793	-0.568182122
8841	0.930679779	1.071521873	-0.517917063	-0.542986046
8844	0.514755565	1.146181477	-0.267348523	-0.670820171
8852	0.877286864	0.901545946	-0.576626848	-0.517527595
8854	0.858481953	0.829565869	-0.567141124	-0.577767589
8855	0.510401385	0.761512209	-0.334477233	-0.428929658
8856	0.707527446	1.098720717	0.011914782	-0.692256042
8858	0.932619777	1.012270458	0.161060346	-0.623571159
8864	0.592407295	0.811306728	-0.04032433	-0.647104968
8866	0.9498333	1.111544445	-0.488816503	-0.51264885
8867	0.649003039	1.167225888	-0.125670521	-0.788288638
8868	0.531093532	1.001119519	-0.380272843	-0.420561406
8873	0.963514648	1.143689443	-0.465747942	-0.588687025
8877	0.60522824	1.318868354	-0.419880201	-0.683501962
8879	0.549778633	0.967376754	-0.211478068	-0.881032862
8890	0.658084518	1.194383372	-0.044397759	-0.644305716
8893	0.507497239	0.646850345	0.00933061	-0.509518872
8895	0.621813956	1.176904524	-0.1367062	-0.805126735
8896	0.631009795	1.112978073	-0.303234785	-0.846938939
8897	0.912231656	1.063326305	0.186511092	-0.602293255
8899	0.968247942	0.852714536	0.184832982	-0.563837945
8902	0.599526144	1.130870837	-0.284790794	-0.594946918
8906	0.61952407	1.073030988	-0.4466323	-0.554418869
8907	0.646461908	1.225476042	-0.380212338	-0.542438801
8913	0.497402215	0.706820496	-0.287773288	-0.391910629
8914	0.746941211	0.926022882	0.00032403	-0.704512893
8917	0.673779281	0.77238639	0.098709049	-0.379211239
8921	0.506725092	0.840140821	-0.055111018	-0.590833978
8922	0.944330734	1.096041267	-0.492228614	-0.520008765
8928	0.495970632	1.077885163	-0.133997028	-0.528676226
8929	0.470839675	0.806724956	-0.276274103	-0.502869161
8931	0.629719862	1.202982778	-0.36518661	-0.814736983
8934	0.495266735	1.018901053	-0.285701829	-0.658649783
8936	0.919492463	1.031755261	0.170930342	-0.615496529
8937	0.946721528	1.086293568	-0.493406083	-0.605059036
8938	0.555170921	1.279305633	-0.317368518	-0.732315973
8943	0.67577577	0.926948326	-0.476879577	-0.546874101
8945	0.845965174	0.803155719	-0.563991128	-0.571153936
8954	0.667202108	1.03958369	0.044244247	-0.564856947
8956	0.870548868	0.909914976	-0.564947462	-0.573887833
8957	0.652498276	1.175256586	-0.431267026	-0.719029143
8959	0.954890883	0.898389768	0.186074014	-0.58469449
8966	0.960567589	1.13028889	-0.471896349	-0.602947778
8968	0.59641283	1.386470055	-0.371848591	-0.742523141
8972	0.46308488	0.679163766	-0.085398232	-0.517166746
8973	0.949760506	1.102736399	-0.490649261	-0.511953871
8977	0.74605302	1.104181436	-0.488011785	-0.674085591
8979	0.840739337	0.830703988	-0.585819807	-0.510474346
8981	0.534313469	1.122809232	-0.344178778	-0.512779861
8991	0.46002915	0.710780201	-0.197985519	-0.58367496
8993	0.914299892	1.088437106	0.155600237	-0.635931621
8996	0.517520192	1.152142168	-0.23405168	-0.667033209
8997	0.909117354	1.080971437	0.170606778	-0.625577714
9001	0.667626895	1.236195516	-0.052266695	-0.668881333
9003	0.596267359	1.325955011	-0.270778253	-0.816281668
9009	0.754640126	0.87666768	0.015022984	-0.700754805
9012	0.552352627	0.986557759	-0.385449841	-0.4702652
9015	0.827463529	1.21081906	-0.403346626	-0.761002198
9017	0.576187775	1.132268285	-0.240366722	-0.900741745
9018	0.644558619	1.195262382	-0.30391539	-0.560618777
9019	0.528103932	1.080690295	-0.170862942	-0.685632915
9020	0.500436434	1.056816154	-0.20399644	-0.677222444
9021	0.751228545	1.132576508	-0.431738444	-0.634606124
9023	0.485985048	0.816384745	-0.297358438	-0.594620655
9024	0.631373476	1.120703447	0.017110056	-0.476012721
9026	0.505138964	0.971835854	-0.224847794	-0.702203079
9027	0.552579943	1.078660464	-0.399109341	-0.601739612
9028	0.969383303	0.880526576	0.183576084	-0.546078157
9033	0.771204168	1.223353625	-0.351138912	-0.890350418
9034	0.501384363	0.882732667	-0.225996186	-0.755656782
9037	0.47484589	0.583449773	-0.256538531	-0.492375287
9040	0.475144711	0.977737013	-0.132013995	-0.483562581
9041	0.593932519	0.869255062	-0.013109887	-0.655650201
9054	0.48254915	1.088500423	-0.200765502	-0.538494683
9055	0.60027956	1.118772142	-0.210894346	-0.871854067
9056	0.569849027	1.200258431	-0.187624952	-0.747085912
9057	0.96519427	0.851379243	0.183808231	-0.547788094
9061	0.95237465	0.92568012	0.192014131	-0.586841309
9066	0.605962849	0.930470895	-0.264601035	-0.581225167
9069	0.459651435	0.775590637	-0.212852844	-0.563167469
9072	0.908762889	1.104497918	0.158588914	-0.621572455
9083	0.660816932	1.195196908	-0.403247744	-0.871367985
9085	0.462666733	0.813945537	-0.19414298	-0.57269157
9088	0.748005544	1.075323217	-0.06705698	-0.795036877
9090	0.970352015	0.840723712	0.18831871	-0.553088414
9095	0.658433454	1.045962526	-0.053467178	-0.584007782
9099	0.96789643	0.906599027	0.175631204	-0.588237973
9105	0.912241763	1.062958487	0.187996787	-0.600113029
9106	0.540158358	0.86160179	0.018772711	-0.377642304
9107	0.687669715	0.917084774	0.113346339	-0.507416683
9109	0.513528802	1.127383071	-0.313488738	-0.65038395
9110	0.551126859	0.943947062	-0.31017009	-0.694973248
9111	0.967405705	0.884441656	0.150395006	-0.589890911
9113	0.957436562	1.10522947	-0.470651351	-0.579397476
9114	0.533399228	1.214469835	-0.208495318	-0.658238932
9118	0.715128775	0.990895556	0.030396696	-0.700523036
9119	0.517236981	1.004523246	-0.047860904	-0.342409792
9120	0.949393543	0.995872694	0.134982209	-0.634630204
9121	0.487091513	1.067265118	-0.226866912	-0.451449876
9123	0.464401905	0.987814804	-0.161450853	-0.421850648
9127	0.965616914	1.146764307	-0.448896395	-0.592459767
9129	0.508529311	0.980459801	-0.096818613	-0.584829048
9133	0.968216129	0.884237198	0.173819162	-0.567971714
9135	0.967667459	0.85616367	0.176711334	-0.573784165
9143	0.4788447	0.904616885	-0.275932	-0.336459749
9146	0.735452028	0.986064319	-0.536799797	-0.594329502
9147	0.558281549	1.062758629	-0.099823474	-0.599822987
9148	0.49057669	0.818859494	-0.126527844	-0.655599943
9149	0.550180273	1.095232245	-0.085990054	-0.579359733
9150	0.732341918	0.882480858	0.034718192	-0.671087901
9152	0.940860975	0.957289777	0.180056963	-0.600654833
9155	0.51923424	1.061483298	-0.16405959	-0.649882732
9156	0.774606301	1.031167498	-0.051374416	-0.804389404
9158	0.714081105	0.92576382	0.01875056	-0.630333108
9162	0.564983226	0.881155437	-0.140649749	-0.794062839
9164	0.598381466	0.804208319	-0.060876884	-0.649513884
9165	0.95991668	1.120273688	-0.462453483	-0.572524157
9167	0.97401267	0.864108283	0.173417122	-0.561450718
9168	0.455316121	0.677391759	-0.211315529	-0.505756809
9175	0.514480196	0.94752552	-0.100674872	-0.645086309
9176	0.503689976	1.167287951	-0.120740247	-0.551469237
9178	0.837528819	0.809011452	-0.577189765	-0.509223257
9179	0.488841419	1.006366153	-0.278241829	-0.572069832
9182	0.485644227	0.626628843	-0.076818681	-0.632031526
9185	0.589886721	1.056327208	-0.282667504	-0.601003413
9186	0.714035924	0.953369733	-0.523715731	-0.558068924
9189	0.529896009	0.91869957	-0.340749639	-0.685401463
9190	0.6302925	1.132170153	-0.272274869	-0.863423831
9191	0.962055167	0.87677567	0.197979477	-0.550475942
9194	0.967657156	0.892085121	0.157799456	-0.586151579
9195	0.626712382	0.946392864	-0.142122629	-0.907454939
9196	0.493357535	0.967281797	-0.213855415	-0.533220871
9197	0.940959408	1.003932906	0.172289454	-0.613221101
9207	0.685312839	1.223197752	-0.484818128	-0.624756454
9213	0.685354538	1.129105647	-0.013267415	-0.698518862
9216	0.704562625	0.805714931	0.129630347	-0.509294641
9217	0.863067697	0.894964998	-0.58318013	-0.525656219
9218	0.456774618	0.972501099	-0.141945655	-0.386553257
9219	0.900550728	1.116895396	0.15508571	-0.614604836
9221	0.63114364	0.921346848	-0.265162853	-0.23247397
9222	0.477754976	0.834800518	-0.05468467	-0.325000965
9234	0.529156482	0.792314561	-0.35769132	-0.538908453
9239	0.656896047	1.158877146	-0.044984846	-0.660859883
9242	0.500181391	1.007629466	-0.213216715	-0.708055922
9246	0.496556841	0.955114811	-0.193860474	-0.685964298
9251	0.931665334	1.068755525	-0.50712285	-0.592603327
9252	0.628867014	1.10515854	-0.422319505	-0.625599379
9254	0.646021747	1.001459279	0.020825358	-0.527595669
9258	0.572817147	0.91245431	-0.141797965	-0.815227842
9259	0.561987243	1.059398984	-0.410659965	-0.685433944
9266	0.686109321	1.22067064	-0.036327203	-0.707466704
9267	0.956222027	0.904100293	0.175256007	-0.592861429
9271	0.809365187	1.216334442	-0.397680485	-0.739682201
9273	0.587170875	0.930884425	-0.435219627	-0.617269038
9274	0.950014738	0.945560695	0.188288198	-0.577924554
9276	0.907631166	1.074309908	0.184904185	-0.595889389
9279	0.947758485	0.988891879	0.133953095	-0.644679956
9280	0.547622581	1.021267076	-0.049836187	-0.510661435
9281	0.549012193	0.990207405	-0.077334915	-0.556816412
9285	0.463939144	0.778245834	-0.181748681	-0.612620121
9288	0.60912784	1.034700482	-0.068669671	-0.753651942
9294	0.477443997	0.828836207	-0.216543931	-0.568708046
9299	0.965067927	0.891238314	0.171305345	-0.5892957
9300	0.579632611	1.070202206	-0.281642128	-0.456376893
9303	0.500333674	0.85151216	-0.090008175	-0.558453455
9305	0.752011783	1.081341879	-0.496311708	-0.6264996
9311	0.486829336	1.062116218	-0.221993092	-0.562618117
9318	0.662014019	1.066313064	-0.147249776	-0.894245694
9326	0.760886057	0.881831492	-0.005460354	-0.700170967
9334	0.490259545	0.672396448	-0.011043895	-0.395732961
9338	0.749123219	0.90601871	-0.011205748	-0.721582495
9339	0.666114769	1.052171431	0.0367467	-0.585183864
9342	0.526187473	1.17183651	-0.267591744	-0.663216248
9346	0.694669942	1.020110746	0.055743398	-0.624614637
9347	0.953660003	1.118366367	-0.482609978	-0.515350588
9351	0.616309457	1.172564847	-0.366418717	-0.625379099
9352	0.611474524	1.163589465	-0.306785058	-0.88435182
9354	0.554643527	1.134875275	-0.360113168	-0.61041069
9355	0.643643493	1.172651283	-0.131624618	-0.814366027
9358	0.700558066	1.030610884	0.046158209	-0.680080992
9361	0.92183806	1.029942976	-0.527431707	-0.516421464
9366	0.508380537	0.923847483	-0.085372307	-0.612654968
9367	0.548360115	1.133750291	-0.203689647	-0.740807429
9368	0.951426647	1.154028919	-0.488331878	-0.533874367
9369	0.758744708	0.904679611	0.024620907	-0.714172591
9371	0.656263662	1.05874076	0.052081762	-0.522133846
9373	0.950633912	0.921598714	0.19047671	-0.576993082
9380	0.94840203	0.930451528	0.172806973	-0.590487023
9382	0.575567714	1.213477542	-0.249901492	-0.77390598
9384	0.933271292	1.088476697	0.084880885	-0.713386159
9389	0.694019348	0.799700622	-0.054037896	-0.831180113
9391	0.901957269	1.127692424	0.153609264	-0.63952597
9398	0.4802101	0.898600671	-0.188733038	-0.659909778
9399	0.450375557	0.862688175	-0.13895751	-0.390227901
9402	0.637080573	1.205730889	-0.325828114	-0.526646189
9404	0.520689724	0.901471907	-0.112909372	-0.648886131
9406	0.69113063	1.080572812	0.031701675	-0.679670404
9413	0.95999316	0.932095226	0.137683756	-0.629644407
9416	0.484537019	0.874159419	-0.096224423	-0.494645052
9417	0.527664881	0.822732921	-0.346449435	-0.596543062
9418	0.604220159	0.825128997	-0.023714297	-0.692545877
9422	0.534787559	1.224939961	-0.227638153	-0.632382768
9426	0.920176026	1.050359972	0.16873084	-0.614176024
9427	0.960941412	1.1533896	-0.482503414	-0.576196875
9428	0.92588671	1.048713279	0.126410699	-0.684601912
9429	0.580258292	0.948016933	-0.389496587	-0.650656461
9433	0.970483939	0.857760674	0.189690066	-0.566148032
9434	0.944304932	0.964580381	0.18786875	-0.584171931
9439	0.928536735	1.017914974	0.176238057	-0.594036396
9440	0.492673566	0.872676434	-0.319941773	-0.532956836
9445	0.701348	1.168541305	-0.272275899	-0.993766496
9447	0.728079869	0.831461569	0.054870456	-0.62887783
9448	0.929776788	1.002781395	0.198179777	-0.568792405
9450	0.481520128	0.861268225	-0.07603938	-0.501304794
9451	0.962808056	1.131003973	-0.482401888	-0.56537348
9452	0.558601091	1.052113509	-0.06895451	-0.595547056
9455	0.591035177	0.923369886	-0.040148366	-0.668742766
9456	0.568786766	0.996048181	-0.034022553	-0.612551702
9457	0.720519884	1.250133172	-0.117549283	-0.800187474
9458	0.752488733	1.105535089	-0.479999677	-0.522095631
9460	0.493264491	0.727005992	-0.291726215	-0.341966081
9461	0.487944353	1.045926864	-0.147279232	-0.587523047
9462	0.687128919	1.149686542	-0.04327911	-0.727510259
9464	0.534189218	0.828811855	-0.365304591	-0.476673185
9466	0.658852426	0.890608788	-0.085894801	-0.795676872
