"Respondent","Bx_class1","By_class1","Bx_class2","By_class2"
1,0.831635650256659,0.72280146064776,0.912534535485956,0.692809947454464
2,0.686383764234179,0.666711473459838,0.77958679113789,0.464975636162638
3,0.608839815540098,0.810094839603779,0.756401547864495,0.620450359639583
4,0.81503051838888,0.922064474296943,1.04542056825887,0.571159130834228
5,0.793013111146925,0.775523849124601,0.662749089271679,0.547310262309572
6,0.777387891615692,0.789394074791187,0.70960330102701,0.650527091031332
7,0.720641626807611,0.943635177418292,0.782779526749231,0.938689543761699
8,0.813480644557677,0.908832078208442,0.520099928755388,0.740658065220964
9,0.520926473209748,0.880726707893712,0.707716946369563,0.879231913934508
10,0.485611286726717,1.03439262852747,0.523446074282171,1.08888212077119
11,0.63443484735342,0.565950586330887,0.833351654548429,0.657058603601371
12,0.690129519515464,0.675910217554095,0.689919198720651,0.695067606277037
13,0.906063119587306,1.01824079494851,0.967630595695728,0.894228606779329
14,0.719839100420928,0.818172342344897,0.633759191524567,0.797882712842024
15,0.707046274966785,0.684111581052243,0.683958148122679,0.503525996497707
16,0.662734525826212,0.921081042702093,0.684650687022031,0.892664490653002
17,0.535617279509678,0.633474149537629,0.678250898138682,0.692995391627313
18,0.676468320679075,0.846393708243561,0.623003720845777,0.779718186470403
19,0.876889813731375,0.893248553247141,1.00454105924714,0.69287845947236
20,0.556178841240291,0.745446828866417,0.642344910665098,0.563118305377838
21,0.81120918799334,0.612511278365719,0.725151701531558,0.527665157931414
22,0.723433595708081,0.74327490355742,0.578526692487094,0.617284779867644
23,0.929856253302629,0.770773301527266,0.974983486919169,0.605050917293412
24,0.652761883073432,0.802301690609042,0.482326619467221,0.691929806295029
25,0.620617311791496,0.835739155747641,0.552911260590637,0.845281536225589
26,0.773600293118826,0.926465787289453,0.718502183587587,0.6535389962342
27,0.738682324549933,0.654455143495766,0.669781083556141,0.524129253516177
28,0.77973097517082,0.80199087969882,0.7625968675589,0.689235921633197
29,0.703972387640762,0.589991403746695,0.72276475221142,0.706831965268329
30,0.665142837394961,0.913131539638075,0.402797482740015,0.71206050431928
31,0.829836659568894,1.03061469939412,0.596641595926231,0.817987652003254
32,0.75922793816165,0.645774866538552,0.697769101069185,0.741488249736784
33,0.781593207892672,0.858180855974459,0.841201152749211,0.747389504432855
34,0.609200600318854,0.868887166661569,0.523988754231757,0.709451420434491
35,0.891223485489729,0.628711365258324,0.853018628852281,0.724053196540035
36,0.741849943961144,0.770226390637892,0.899499212173877,0.805372032430695
37,0.834053374240361,1.05121791844545,0.685651489648565,0.945071792485634
38,0.713107906242954,0.734494443857057,0.622954542667955,0.599278789274913
39,0.98019267403726,0.673881751789215,1.09202940309524,0.867262587822399
40,0.823526185133929,0.650028650368759,0.870240171182562,0.473244300628584
41,0.679417375250246,0.955558857172177,0.622418381700996,0.957584709438003
42,0.670283931551392,0.909269548710027,0.678091342889211,0.597502326978673
43,0.861372225577807,0.626455007952325,0.982583886202876,0.535023929120092
44,0.855349955717901,0.588129720829577,0.675430087437627,0.659219735248541
45,0.661308817271779,0.814356015575284,0.752181790130785,0.52561113465529
46,1.14839947237241,0.482487025605848,1.26442525504005,0.717255665271644
47,0.648721607334238,0.809539316783582,0.632039247792112,0.734849876075061
48,0.672946784665761,1.03018596003009,0.69493834213562,0.992216442083699
49,0.677030394391011,0.830028298656488,0.568777699807772,0.712898870466476
